utterance_id,emotion_label,emotion_label_source,emotion_label_confidence,review_flag,review_reason
DCBWoWhsTpA_utt02786,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02787,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02788,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02789,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02790,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02791,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02792,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02793,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02794,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02795,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02796,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02797,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02798,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02799,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02800,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02801,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02802,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02803,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02804,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02805,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02808,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02809,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02810,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02811,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02812,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02813,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02814,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02815,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02816,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02817,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02818,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02819,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02820,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02821,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02822,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02823,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02824,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02825,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02826,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02827,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02828,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02829,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02830,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02831,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02832,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02833,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02834,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02835,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02836,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02837,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02838,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02839,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02840,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02841,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02842,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02843,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02844,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02845,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02846,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02847,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02848,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02849,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02850,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02851,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02852,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02853,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02856,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02857,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02858,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02859,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02860,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02861,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02862,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02863,confidence,text_keyword_heuristic,HIGH,YES,keyword match
DCBWoWhsTpA_utt02864,confidence,text_keyword_heuristic,HIGH,YES,keyword match
DCBWoWhsTpA_utt02865,confidence,text_keyword_heuristic,HIGH,YES,keyword match
DCBWoWhsTpA_utt02866,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02867,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02868,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02869,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02870,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02871,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02872,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02873,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02874,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02875,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02876,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02877,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02878,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02879,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02880,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02881,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02882,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02883,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02884,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02885,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02886,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02887,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02888,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02889,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02890,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02891,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02892,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02893,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02894,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02895,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02896,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02897,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02898,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02899,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02900,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02901,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02902,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02903,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02904,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02905,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02906,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02907,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02908,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02909,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02910,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02911,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02912,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02913,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02914,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02915,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02916,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02917,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02918,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02919,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02920,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02921,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02922,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02923,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02924,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02925,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02926,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02927,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02928,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02929,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02930,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02931,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02932,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02933,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02934,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02935,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02936,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02937,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02938,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02939,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02940,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02941,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02942,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02943,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02944,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02945,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02946,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02947,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02948,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02949,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02950,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02951,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02952,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02953,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02954,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02955,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02956,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02957,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02958,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02959,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02960,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02961,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02962,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02963,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02964,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02965,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02966,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02967,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02968,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02969,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02970,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02971,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02972,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02973,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02974,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02975,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02976,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02977,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02978,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02979,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02980,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02981,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02982,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02983,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02984,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02985,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02986,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02987,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02988,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02989,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02990,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02991,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02992,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02993,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02994,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02995,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02996,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02997,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02998,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt02999,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03000,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03001,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03002,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03003,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03004,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03005,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03006,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03007,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03008,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03009,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03010,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03011,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03012,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03013,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03014,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03015,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03016,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03017,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03018,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03019,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03020,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03021,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03022,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03023,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03024,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03025,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03026,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03027,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03028,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03029,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03030,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03031,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03032,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03033,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03034,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03035,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03036,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03037,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03038,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03039,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03040,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03041,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03042,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03043,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03044,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03045,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03046,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03047,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03048,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03049,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03050,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03051,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03052,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03053,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03054,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03055,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03056,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03057,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03058,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03059,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03060,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03061,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03062,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03063,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03064,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03065,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03066,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03067,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03068,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03069,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03070,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03071,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03072,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03073,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03074,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03075,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03076,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03077,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03078,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03079,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03080,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03081,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03082,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03083,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03084,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03085,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03086,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03087,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03088,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03089,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03090,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03091,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03092,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03093,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03094,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03095,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03096,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03097,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03098,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03099,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03100,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03101,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03102,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03103,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03104,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03105,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt03106,neutral,text_keyword_heuristic,LOW,NO,neutral default
