source_group_id,speaker_cluster_id,cluster_row_count,sample_count,sample_utterance_ids,sample_audio_paths,sample_video_paths,sample_text,role_label,role_confidence,witness_in_segment,witness_speaking_status,visual_target_role,visual_speaker_match,review_notes
93sfJyLzhqM,SPEAKER_05,82,3,93sfJyLzhqM_turn01288 | 93sfJyLzhqM_turn01289 | 93sfJyLzhqM_turn01294,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01288.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01289.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01294.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01288.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01289.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01294.mp4,"Hi. Good morning, Miss Clancy. || All right. Um before we uh bring the jury in, uh let me talk to everybody just a little bit about uh this morning's proceedings. All right. Council I have it. || All right. Well, good morning everybody. Nice to see everybody again. Uh, thank you for being here. Uh, what I'm going to do is ask you those questions again. Uh, and then talk a little bit about today's schedule. Uh, and then we'll get right back into the Commonwealth's presentation of the evidence. Um, and so the first question, uh, as you probably know by now, is, is any member of the jury read, seen, heard, or overheard anything from any source about any aspect of this case that would affect your ability to be fair and impartial as a juror? Uh, last question is, is there any other serious matter or concern bearing on your service as a juror in this case that anybody needs to bring to my attention at this [clears throat] time? Again, thank you for following those instructions. Uh today's schedule uh is we have a number of witnesses. So we're going to start uh as soon as I'm done talking and then we'll uh get right back into the CML case. Uh we'll go we'll take a a break midm morning uh and then we'll continue uh till 1:00 and then we I anticipate we'll go somewhat into the afternoon. Um but we'll just kind of have to see what the evidence is if any other issues come up that I have to deal with that doesn't concern you. Uh, so with that, uh, I'm gonna turn this over at this point to the Commonwealth. You ready to call your next witness?",,,,,,,
93sfJyLzhqM,SPEAKER_06,24,3,93sfJyLzhqM_turn01298 | 93sfJyLzhqM_turn01396 | 93sfJyLzhqM_turn01397,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01298.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01396.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01397.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01298.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01396.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01397.mp4,"All right. Good morning, doctor. || Just watch [snorts] your stuff, please. || Good morning, doctor.",,,,,,,
93sfJyLzhqM,SPEAKER_07,6,3,93sfJyLzhqM_turn01608 | 93sfJyLzhqM_turn02061 | 93sfJyLzhqM_turn02062,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01608.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02061.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02062.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01608.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02061.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02062.mp4,"Thank you. || Sure. Yeah. || I have no other questions. Thank you,",,,,,,,
93sfJyLzhqM,SPEAKER_08,36,3,93sfJyLzhqM_turn01301 | 93sfJyLzhqM_turn01302 | 93sfJyLzhqM_turn01303,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01301.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01302.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01303.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01301.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01302.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01303.mp4,"Uh, yes. It's Kimberly Springer. K I M B E R L E Y S P R I N G E R. || Where do you work? || At the office of the chief medical examiner in Boston, Massachusetts.",,,,,,,
93sfJyLzhqM,SPEAKER_09,22,3,93sfJyLzhqM_turn01747 | 93sfJyLzhqM_turn01748 | 93sfJyLzhqM_turn01749,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01747.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01748.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01749.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01747.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01748.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01749.mp4,I live in Sagamore Beach. And what do you do for work? || I'm a prek teacher. || And where do you work?,,,,,,,
93sfJyLzhqM,SPEAKER_10,23,3,93sfJyLzhqM_turn01400 | 93sfJyLzhqM_turn01401 | 93sfJyLzhqM_turn01402,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01400.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01401.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01402.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01400.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01401.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01402.mp4,Lindsay Rashard. L I N D S A Y R O S H I R T. || And what do you do for a living? || I'm a pediatrician.,,,,,,,
93sfJyLzhqM,SPEAKER_11,5,3,93sfJyLzhqM_turn02824 | 93sfJyLzhqM_turn02826 | 93sfJyLzhqM_turn02828,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02824.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02826.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02828.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02824.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02826.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02828.mp4,"And that's really the kernel of it right there that no one is denying. I don't even think the prosecution is denying that she was struggling. But these jurors really have to get to that basic fact. And I wonder if some of these facts that we have that she sent Patrick away from the home, that she answered the call in the middle of the strangulation of her children and didn't say anything. Do you think that's going to be enough for a jury to say she was trying to cover it up and act like things were okay? I think that that's going to be the really challenging part for the jurors in terms of what is ahead of them because first of all, a case like this with such vivid details, understanding that children suffered prior to the death. That's going to be an emotional part of this that jurors being humans, even if they're told jury instructions and to try to keep emotionality out of it, we're all going to respond in some shape or form to these images and to these ideas and to these recollections. And you can't fully separate emotional decision-m from quote unquote logical decision-m because as humans, we occupy both in our brains. But secondly, I think that it's really going to be dependent on how they put these pieces of facts or at least alleged ideas together for the jury to contemplate. Is this somebody who was deliberately covering something up? Or did they truly not know right from wrong? Or perhaps their hallucinations were actually telling them the right thing to do is to send people away, cover your tracks, because what you were doing to your children was actually somehow right in that state of mind. And that's so hard to establish, Julia, because we can't really rewind to that point and really truly understand what's going on inside our mind. || Well, I think it really depends when we're thinking about parenting. Obviously, it's everybody who is a parent probably identifies with the fact that there are really difficult times during that parenting journey. And sometimes even when the people around you are offering support, you may say no for a variety of reasons. not wanting to burden other people, thinking that you can handle it, maybe not fully trusting um your children in someone else's care because there's a part of you that's perhaps over parenting even if the intentions are in the right place. And so I don't think that that alone is going to establish whether or not this was concerted in any way or tell us more about her state of mind. Although it is interesting that he did observe her having struggles and difficulties. But I also want to say that that probably happens in many families where you see someone struggling, but you don't necessarily think that it would end in something as horrific as this. || Well, as a clinician, sometimes when we see people staring off, there could be different reasons. One of which being that they are responding to some kind of internal stimulation. That means that maybe they're seeing something in the room that's not they're hearing a noise or a voice talking to them. Uh that is not attributable to anybody that's actually in the room. But that's from a clinician's perspective. somebody like me or other psychologists, we know that that's one of the potential reasons somebody might be staring off. When you're a family member, you might just think that they're lost in their thoughts. You may not know that that's anything, but of course, retrospect is always more insightful, right? So now he's thinking, ""Oh my gosh, should I have said something then?"" And I would say that in general, most people without clinical training would not necessarily think of that as anything major. Yeah, I think that's important to hear as so many people watching this are probably looking for what are the signs here. There was a friend who's actually a therapist. So, we have this defendant who had medical training herself. So, many of the friends around her also had medical training. This was an actual therapist, someone who went on to be a therapist who is testifying and this is what the prosecution wanted to bring out on direct.",,,,,,,
93sfJyLzhqM,SPEAKER_12,18,3,93sfJyLzhqM_turn02535 | 93sfJyLzhqM_turn02536 | 93sfJyLzhqM_turn02585,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02535.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02536.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02585.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02535.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02536.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02585.mp4,"She was in a wheelchair. She was We have to hit a break. We're hitting the pause button, but when we get done with this witness when we come back, the next witness for the prosecution is the father of Patrick Clancy. Where does he stand in all of this? We're going to find out together on the other side. Don't go anywhere. You're watching Court TV. She had no and um [sighs] she just liked taking care people. || Patrick Clancy was the first witness for the prosecution in the case against his now ex-wife and we are just minutes away from hearing his father. Welcome back to Court TV Live. I'm Julia Jana. Did anyone see who was close to Lindseay Clancy see her having a psychotic breakdown or witness her hearing voices? That's where the focus of testimony has been today inside of that courtroom that we have been watching together. The prosecution's case is continuing in this triple murder trial for a Massachusetts mother who was also a nurse. We're seeing that play out in the friends that she had. Most of her friends were either from nursing school or someone that she worked with in the hospital or had gone on to be a therapist. So, a lot of knowledge on the stand, but they are there talking about what she was like in the days leading up to this tragedy. And we've been hearing from again friends, medical professionals and their own rights and former caretakers for the Clancy children. So, let's go back in. The friend on the stand is a nurse and now she's under cross-examination. || All right. That wraps up the testimony of the friend on the stand. Just one of several friends that the jury has heard from today. people who have come in to talk about Lindsay Clancy's demeanor during this time. The prosecution no doubt wants to bring out that she appeared normal overall. And through this witness, they were able to bring out that during the time after the killing of the three children that she wasn't showing remorse. She wasn't talking about them. But here's someone that is going to change everything inside of this courtroom, no doubt, for these jurors. This is the father of Patrick Clancy, the father-in-law of the defendant. What is he going to say? What is he going to recall? Christopher Clancy's testimony happens next. Let's go write it.",,,,,,,
93sfJyLzhqM,SPEAKER_13,11,3,93sfJyLzhqM_turn01544 | 93sfJyLzhqM_turn01547 | 93sfJyLzhqM_turn01554,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01544.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01547.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01554.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01544.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01547.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01554.mp4,"Thank you. Can you please state and spell your name for the record? Uh, Susan Freyone. S U S A N F R A O N E. And your date of birth? 112682. || Uh, the about three year olds to four year olds. || Yes.",,,,,,,
93sfJyLzhqM,SPEAKER_17,49,3,93sfJyLzhqM_turn02143 | 93sfJyLzhqM_turn02144 | 93sfJyLzhqM_turn02145,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02143.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02144.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02145.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02143.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02144.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02145.mp4,"Good afternoon. Good afternoon. Can you please state and spell your name for the record? Amy Beavens. A m V I N S. And your date of birth? 82290. Do you live in Connecticut? Yes. Uh, what do you do for work? I'm a licensed behavior analyst, but I specialize primarily in early intervention for young children with autism. If you could just keep your voice up a little bit, maybe come a [clears throat] little forward to the mic. Um, how long have you been doing that? || Um, 6 years. I was a special education teacher before that for a long time as well. || U, do you know Lindsay Clancy?",,,,,,,
93sfJyLzhqM,SPEAKER_19,1,1,93sfJyLzhqM_turn01380,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01380.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01380.mp4,Same objection. They may be admitted. move to submit the death certificate of Ken Patrick Clancy as the next exhibit.,,,,,,,
93sfJyLzhqM,SPEAKER_20,3,3,93sfJyLzhqM_turn02410 | 93sfJyLzhqM_turn02411 | 93sfJyLzhqM_turn02688,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02410.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02411.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02688.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02410.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02411.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02688.mp4,Yes. || Would that be accurate? || Would that be accurate?,,,,,,,
93sfJyLzhqM,SPEAKER_21,667,3,93sfJyLzhqM_turn01295 | 93sfJyLzhqM_turn01300 | 93sfJyLzhqM_turn01304,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01295.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01300.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01304.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01295.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01300.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01304.mp4,"Yes, your honor. The Commonwealth calls Dr. Kimberly Springer. || Thank you, your honor. Good morning. Can you please state and spell your name for the record? || And are you a medical medical examiner?",,,,,,,
93sfJyLzhqM,SPEAKER_22,4,3,93sfJyLzhqM_turn02421 | 93sfJyLzhqM_turn02422 | 93sfJyLzhqM_turn02698,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02421.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02422.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02698.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02421.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02422.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02698.mp4,"Okay, || take your time. || Okay,",,,,,,,
93sfJyLzhqM,SPEAKER_23,5,3,93sfJyLzhqM_turn01737 | 93sfJyLzhqM_turn02314 | 93sfJyLzhqM_turn02315,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01737.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02314.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02315.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01737.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02314.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02315.mp4,"Hey, good morning. || I do. || Thank you, sir. You may have se [clears throat]",,,,,,,
93sfJyLzhqM,SPEAKER_24,26,3,93sfJyLzhqM_turn01625 | 93sfJyLzhqM_turn01628 | 93sfJyLzhqM_turn01629,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01625.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01628.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01629.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01625.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01628.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01629.mp4,"And where do you work? Uh, Leaping Frogs Preschool. || Where was that? || Learning Sprouts and Ducks.",,,,,,,
93sfJyLzhqM,SPEAKER_25,45,3,93sfJyLzhqM_turn01822 | 93sfJyLzhqM_turn01827 | 93sfJyLzhqM_turn01828,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01822.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01827.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01828.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01822.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01827.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01828.mp4,Good morning. || Andrea Henan. A N D R E A H E N I G A N. || And your date of birth?,,,,,,,
93sfJyLzhqM,SPEAKER_26,39,3,93sfJyLzhqM_turn01947 | 93sfJyLzhqM_turn01948 | 93sfJyLzhqM_turn01949,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01947.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01948.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01949.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01947.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01948.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01949.mp4,All right. Good morning. || council. || Thank you. Can you please state and spell your name for the record?,,,,,,,
93sfJyLzhqM,SPEAKER_27,25,3,93sfJyLzhqM_turn01285 | 93sfJyLzhqM_turn01286 | 93sfJyLzhqM_turn01287,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01285.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01286.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01287.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01285.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01286.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01287.mp4,"Good morning, your honor. May I proceed? || Yes, please. || Honorable Mad. The court. Today we have Commonwealth versus Lindseay Clansancy. Miss Clansancy is present. She is represented by attorney Kevin Readington. And the Commonwealth is represented by Assistant District Attorney Jennifer Sprag and Assistant District Attorney Shannon Buckingham. All right. Good morning, council. Morning.",,,,,,,
