source_group_id,source_audio_path,speaker_cluster_id,manifest_turn_row_count,diarization_segment_count,diarization_segment_seconds,sample_utterance_ids,sample_time_ranges,sample_clip_video_paths,sample_clip_audio_paths,sample_text,role_label,role_confidence,witness_speaking_status
sHUdRcABC-Q,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/psychiatrist-details-lindsay-clancy-s-hallucinations/psychiatrist-details-lindsay-clancy-s-hallucinations_sHUdRcABC-Q.wav,SPEAKER_01,98,108,490.791,sHUdRcABC-Q_turn11779 | sHUdRcABC-Q_turn11780 | sHUdRcABC-Q_turn11781,00:19:59.197 -> 00:20:21.250 | 00:20:21.250 -> 00:20:24.060 | 00:20:24.060 -> 00:20:26.100,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/sHUdRcABC-Q/sHUdRcABC-Q_turn11779.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/sHUdRcABC-Q/sHUdRcABC-Q_turn11780.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/sHUdRcABC-Q/sHUdRcABC-Q_turn11781.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/sHUdRcABC-Q/sHUdRcABC-Q_turn11779.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/sHUdRcABC-Q/sHUdRcABC-Q_turn11780.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/sHUdRcABC-Q/sHUdRcABC-Q_turn11781.wav,"Thank you, Json. Afternoon. So, doctor, um, from from your testimony, and correct me if I'm wrong, was she, to your opinion, and your experience an honest patient telling you what her symptoms were, if || that's an evaluation in the psychiatric. || Allow I allow that question.",UNKNOWN,LOW,UNKNOWN
1tyKO8mTdOM,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-trial-day-15/live-lindsay-clancy-trial-day-15_1tyKO8mTdOM.wav,SPEAKER_07,90,296,1215.593,1tyKO8mTdOM_turn01009 | 1tyKO8mTdOM_turn01010 | 1tyKO8mTdOM_turn01011,03:07:04.914 -> 03:07:08.345 | 03:07:08.345 -> 03:07:10.594 | 03:07:10.594 -> 03:07:12.546,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn01009.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn01010.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn01011.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn01009.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn01010.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn01011.wav,"Good afternoon. Paul Zizel. Zei. Ze Lel. || And um what do you do for work, sir? || I'm a clinical and forensic psychologist.",UNKNOWN,LOW,UNKNOWN
93sfJyLzhqM,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-ma-v-lindsay-clancy-day-8-accused-killer-mom-trial/live-ma-v-lindsay-clancy-day-8-accused-killer-mom-trial_93sfJyLzhqM.wav,SPEAKER_05,82,307,927.864,93sfJyLzhqM_turn01288 | 93sfJyLzhqM_turn01289 | 93sfJyLzhqM_turn01294,00:29:31.825 -> 00:29:34.433 | 00:29:34.433 -> 00:39:48.572 | 00:40:29.673 -> 00:41:50.435,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01288.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01289.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn01294.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01288.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01289.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn01294.wav,"Hi. Good morning, Miss Clancy. || All right. Um before we uh bring the jury in, uh let me talk to everybody just a little bit about uh this morning's proceedings. All right. Council I have it. || All right. Well, good morning everybody. Nice to see everybody again. Uh, thank you for being here. Uh, what I'm going to do is ask you those questions again. Uh, and then talk a little bit about today's schedule. Uh, and then we'll get rig",UNKNOWN,LOW,UNKNOWN
D6skXbDJJj8,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-murder-trial-ma-v-lindsay-clancy-day-8/live-lindsay-clancy-murder-trial-ma-v-lindsay-clancy-day-8_D6skXbDJJj8.wav,SPEAKER_23,80,344,908.112,D6skXbDJJj8_turn04289 | D6skXbDJJj8_turn04290 | D6skXbDJJj8_turn04291,00:29:38.118 -> 00:29:39.661 | 00:29:39.661 -> 00:29:41.830 | 00:29:41.830 -> 00:39:19.982,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn04289.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn04290.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn04291.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn04289.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn04290.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn04291.wav,"All right. Good morning, council. || Morning. All right. Good morning, Miss Clancy. || All right. Um before we uh bring the jury in, uh let me talk to everybody just a little bit about uh this morning's proceedings. All right. Council.",UNKNOWN,LOW,UNKNOWN
D5L_c9Mla1U,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-trial-day-16/live-lindsay-clancy-trial-day-16_D5L_c9Mla1U.wav,SPEAKER_01,76,141,904.971,D5L_c9Mla1U_turn04027 | D5L_c9Mla1U_turn04029 | D5L_c9Mla1U_turn04030,02:07:54.709 -> 02:07:56.209 | 02:07:58.193 -> 02:08:05.538 | 02:08:05.538 -> 02:08:07.315,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D5L_c9Mla1U/D5L_c9Mla1U_turn04027.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D5L_c9Mla1U/D5L_c9Mla1U_turn04029.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D5L_c9Mla1U/D5L_c9Mla1U_turn04030.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D5L_c9Mla1U/D5L_c9Mla1U_turn04027.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D5L_c9Mla1U/D5L_c9Mla1U_turn04029.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D5L_c9Mla1U/D5L_c9Mla1U_turn04030.wav,"Hey, good afternoon. || Thank you, Judge. Tell us your name. Spell your last name for the record, please. Um, Emily Thorndikeke. T H O R N D I K E. || And what town do you live in?",UNKNOWN,LOW,UNKNOWN
1tyKO8mTdOM,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-trial-day-15/live-lindsay-clancy-trial-day-15_1tyKO8mTdOM.wav,SPEAKER_12,73,136,525.353,1tyKO8mTdOM_turn00340 | 1tyKO8mTdOM_turn00341 | 1tyKO8mTdOM_turn00344,00:43:49.595 -> 00:43:51.315 | 00:43:51.315 -> 00:43:52.314 | 00:45:05.341 -> 00:45:29.422,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn00340.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn00341.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn00344.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn00340.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn00341.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn00344.wav,Yes. And um we are objecting to these || no || Is that the Commonwealth's objection is that the the window well is in the wrong place on the on the um drawing. And putting aside the late disclosure and the fact that I don't know if anyone who created this is going to come in and testify,UNKNOWN,LOW,UNKNOWN
DCBWoWhsTpA,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-trial-day-14/live-lindsay-clancy-trial-day-14_DCBWoWhsTpA.wav,SPEAKER_16,73,195,609.014,DCBWoWhsTpA_turn05904 | DCBWoWhsTpA_turn05908 | DCBWoWhsTpA_turn05909,00:00:20.188 -> 00:00:23.372 | 00:03:04.550 -> 00:03:05.167 | 00:03:05.167 -> 00:05:04.949,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/DCBWoWhsTpA/DCBWoWhsTpA_turn05904.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/DCBWoWhsTpA/DCBWoWhsTpA_turn05908.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/DCBWoWhsTpA/DCBWoWhsTpA_turn05909.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/DCBWoWhsTpA/DCBWoWhsTpA_turn05904.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/DCBWoWhsTpA/DCBWoWhsTpA_turn05908.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/DCBWoWhsTpA/DCBWoWhsTpA_turn05909.wav,"All right. Well, good morning everyone. Good morning, council. Uh, || Well, good morning everyone. || Nice to see everyone. I hope everybody had a chance to kind of rest up a little bit uh and uh come back here and we're going to get right back to the trial. So, I want to do first ask you those questions since we had a long a long break uh ",UNKNOWN,LOW,UNKNOWN
LGYerNiA8kI,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/clancy-children-s-pediatrician-testifies-about-seeing-lindsay-hours-be/clancy-children-s-pediatrician-testifies-about-seeing-lindsay-hours-be_LGYerNiA8kI.wav,SPEAKER_03,69,90,328.659,LGYerNiA8kI_turn07041 | LGYerNiA8kI_turn07042 | LGYerNiA8kI_turn07043,00:00:13.622 -> 00:00:16.499 | 00:00:16.499 -> 00:00:20.232 | 00:00:20.232 -> 00:00:20.957,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/LGYerNiA8kI/LGYerNiA8kI_turn07041.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/LGYerNiA8kI/LGYerNiA8kI_turn07042.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/LGYerNiA8kI/LGYerNiA8kI_turn07043.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/LGYerNiA8kI/LGYerNiA8kI_turn07041.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/LGYerNiA8kI/LGYerNiA8kI_turn07042.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/LGYerNiA8kI/LGYerNiA8kI_turn07043.wav,I work at Quincy Pediatrics. || Back in um 2023. Um where did you work? || Southshore Medical Center.,UNKNOWN,LOW,UNKNOWN
1tyKO8mTdOM,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-trial-day-15/live-lindsay-clancy-trial-day-15_1tyKO8mTdOM.wav,SPEAKER_14,62,244,1378.994,1tyKO8mTdOM_turn00792 | 1tyKO8mTdOM_turn00794 | 1tyKO8mTdOM_turn00797,02:17:06.374 -> 02:17:08.432 | 02:17:19.099 -> 02:17:24.462 | 02:17:35.620 -> 02:17:59.220,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn00792.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn00794.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/1tyKO8mTdOM/1tyKO8mTdOM_turn00797.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn00792.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn00794.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/1tyKO8mTdOM/1tyKO8mTdOM_turn00797.wav,"Um you're a little echoey, but I can hear you. || Um Dr. Elizabeth Laada, L A P O S A T A. || Okay. [clears throat] Uh tell us what you do for work, doctor. Uh well I'm a uh medical doctor uh board certified in anatomic and forensic pathology. So I have a active practice in forensic pathology where I review um cases to understand ho",UNKNOWN,LOW,UNKNOWN
ma6ni-5zuW0,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/lindsay-clancy-trial-lindsay-s-mother-describes-her-daughter-s-anxiety/lindsay-clancy-trial-lindsay-s-mother-describes-her-daughter-s-anxiety_ma6ni-5zuW0.wav,SPEAKER_00,58,127,303.446,ma6ni-5zuW0_turn08420 | ma6ni-5zuW0_turn08424 | ma6ni-5zuW0_turn08432,00:02:33.350 -> 00:02:34.384 | 00:02:44.438 -> 00:02:52.500 | 00:03:18.545 -> 00:03:27.425,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/ma6ni-5zuW0/ma6ni-5zuW0_turn08420.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/ma6ni-5zuW0/ma6ni-5zuW0_turn08424.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/ma6ni-5zuW0/ma6ni-5zuW0_turn08432.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/ma6ni-5zuW0/ma6ni-5zuW0_turn08420.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/ma6ni-5zuW0/ma6ni-5zuW0_turn08424.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/ma6ni-5zuW0/ma6ni-5zuW0_turn08432.wav,"Good afternoon. || My name is Paula Musgrove. P A U L A M U S G R O V E || She was a very good kid and an excellent student. Very excellent student all through all through school, through high school, college. Yes, excellent.",UNKNOWN,LOW,UNKNOWN
sHUdRcABC-Q,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/psychiatrist-details-lindsay-clancy-s-hallucinations/psychiatrist-details-lindsay-clancy-s-hallucinations_sHUdRcABC-Q.wav,SPEAKER_02,57,90,784.808,sHUdRcABC-Q_turn11641 | sHUdRcABC-Q_turn11642 | sHUdRcABC-Q_turn11644,00:00:37.478 -> 00:00:43.936 | 00:00:43.936 -> 00:00:46.258 | 00:00:46.779 -> 00:00:48.929,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/sHUdRcABC-Q/sHUdRcABC-Q_turn11641.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/sHUdRcABC-Q/sHUdRcABC-Q_turn11642.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/sHUdRcABC-Q/sHUdRcABC-Q_turn11644.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/sHUdRcABC-Q/sHUdRcABC-Q_turn11641.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/sHUdRcABC-Q/sHUdRcABC-Q_turn11642.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/sHUdRcABC-Q/sHUdRcABC-Q_turn11644.wav,"Sure. Um, my first name is Sageel. S E J A L. Last name is Shaw. S H Ah. || What's your date of birth? || What do you do for a living?",UNKNOWN,LOW,UNKNOWN
DCBWoWhsTpA,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-trial-day-14/live-lindsay-clancy-trial-day-14_DCBWoWhsTpA.wav,SPEAKER_02,56,170,527.330,DCBWoWhsTpA_turn06677 | DCBWoWhsTpA_turn06685 | DCBWoWhsTpA_turn06696,02:00:36.649 -> 02:00:45.155 | 02:01:10.103 -> 02:01:19.829 | 02:01:55.204 -> 02:02:12.414,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/DCBWoWhsTpA/DCBWoWhsTpA_turn06677.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/DCBWoWhsTpA/DCBWoWhsTpA_turn06685.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/DCBWoWhsTpA/DCBWoWhsTpA_turn06696.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/DCBWoWhsTpA/DCBWoWhsTpA_turn06677.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/DCBWoWhsTpA/DCBWoWhsTpA_turn06685.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/DCBWoWhsTpA/DCBWoWhsTpA_turn06696.wav,"Uh, my name is Paula Musgrove. P A U L A M U S G R O V E. || She was a very good kid and an excellent student. Very excellent student all through all through school, through high school, college? Yes. Excellent. || I loved my grandchildren with all my heart. You never know what it's like to love a grandchild until you become a grandmother. and it was the most beautiful thing. [gasps] I love them with all my heart.",UNKNOWN,LOW,UNKNOWN
D6skXbDJJj8,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-murder-trial-ma-v-lindsay-clancy-day-8/live-lindsay-clancy-murder-trial-ma-v-lindsay-clancy-day-8_D6skXbDJJj8.wav,SPEAKER_15,53,160,196.976,D6skXbDJJj8_turn05344 | D6skXbDJJj8_turn05345 | D6skXbDJJj8_turn05346,03:43:20.835 -> 03:43:24.435 | 03:43:24.435 -> 03:43:34.352 | 03:43:34.352 -> 03:43:36.357,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn05344.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn05345.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn05346.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn05344.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn05345.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn05346.wav,Could you please state and spell your name for the record? || Yes. Christopher William Clancy. C H R I S T O P H E R W C L A N C Y. || And what's your date of birth?,UNKNOWN,LOW,UNKNOWN
LGYerNiA8kI,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/clancy-children-s-pediatrician-testifies-about-seeing-lindsay-hours-be/clancy-children-s-pediatrician-testifies-about-seeing-lindsay-hours-be_LGYerNiA8kI.wav,SPEAKER_00,53,72,225.859,LGYerNiA8kI_turn07062 | LGYerNiA8kI_turn07063 | LGYerNiA8kI_turn07125,00:02:11.757 -> 00:02:14.130 | 00:02:14.130 -> 00:02:25.273 | 00:10:28.636 -> 00:10:31.460,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/LGYerNiA8kI/LGYerNiA8kI_turn07062.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/LGYerNiA8kI/LGYerNiA8kI_turn07063.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/LGYerNiA8kI/LGYerNiA8kI_turn07125.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/LGYerNiA8kI/LGYerNiA8kI_turn07062.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/LGYerNiA8kI/LGYerNiA8kI_turn07063.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/LGYerNiA8kI/LGYerNiA8kI_turn07125.wav,Any objection? || They may be admitted. || Good morning.,UNKNOWN,LOW,UNKNOWN
93sfJyLzhqM,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-ma-v-lindsay-clancy-day-8-accused-killer-mom-trial/live-ma-v-lindsay-clancy-day-8-accused-killer-mom-trial_93sfJyLzhqM.wav,SPEAKER_17,49,130,339.108,93sfJyLzhqM_turn02143 | 93sfJyLzhqM_turn02144 | 93sfJyLzhqM_turn02145,03:23:50.697 -> 03:24:19.596 | 03:24:19.596 -> 03:24:25.061 | 03:24:25.061 -> 03:24:26.974,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02143.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02144.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/93sfJyLzhqM/93sfJyLzhqM_turn02145.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02143.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02144.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/93sfJyLzhqM/93sfJyLzhqM_turn02145.wav,"Good afternoon. Good afternoon. Can you please state and spell your name for the record? Amy Beavens. A m V I N S. And your date of birth? 82290. Do you live in Connecticut? Yes. Uh, what do you do for work? I'm a licensed behavior analyst, || Um, 6 years. I was a special education teacher before that for a long time as well. || U, do you know Lindsay Clancy?",UNKNOWN,LOW,UNKNOWN
D6skXbDJJj8,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/clancy/corpus/raw/live-lindsay-clancy-murder-trial-ma-v-lindsay-clancy-day-8/live-lindsay-clancy-murder-trial-ma-v-lindsay-clancy-day-8_D6skXbDJJj8.wav,SPEAKER_29,46,130,276.074,D6skXbDJJj8_turn05163 | D6skXbDJJj8_turn05164 | D6skXbDJJj8_turn05165,03:24:07.597 -> 03:24:11.621 | 03:24:11.621 -> 03:24:21.159 | 03:24:21.159 -> 03:24:23.829,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn05163.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn05164.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/video/D6skXbDJJj8/D6skXbDJJj8_turn05165.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn05163.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn05164.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/processed/phase2/clancy/turn_clips/audio/D6skXbDJJj8/D6skXbDJJj8_turn05165.wav,"Good afternoon. Good afternoon. Can you please state and spell your name for the record? || Amy Beavens. A M Y V E V I N S. And your date of birth? 82290. Do you live in Connecticut? || Yes. Uh, what do you do for work?",UNKNOWN,LOW,UNKNOWN
