sample_id,split,label,video_path,audio_path,transcript
1042_DFA_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1042_DFA_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1042_DFA_SAD_XX.wav,Don't forget a jacket
1011_IOM_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1011_IOM_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1011_IOM_FEA_XX.wav,I'm on my way to the meeting
1050_TIE_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1050_TIE_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1050_TIE_FEA_XX.wav,That is exactly what happened
1002_WSI_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1002_WSI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1002_WSI_NEU_XX.wav,We'll stop in a couple of minutes
1010_IEO_DIS_MD,train,1,data/CREMA_D_repo/VideoFlash/1010_IEO_DIS_MD.flv,data/CREMA_D_repo/AudioWAV/1010_IEO_DIS_MD.wav,It's eleven o'clock
1054_IEO_HAP_LO,train,3,data/CREMA_D_repo/VideoFlash/1054_IEO_HAP_LO.flv,data/CREMA_D_repo/AudioWAV/1054_IEO_HAP_LO.wav,It's eleven o'clock
1035_TSI_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1035_TSI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1035_TSI_NEU_XX.wav,The surface is slick
1016_TSI_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1016_TSI_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1016_TSI_FEA_XX.wav,The surface is slick
1003_WSI_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1003_WSI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1003_WSI_NEU_XX.wav,We'll stop in a couple of minutes
1070_IEO_FEA_LO,train,2,data/CREMA_D_repo/VideoFlash/1070_IEO_FEA_LO.flv,data/CREMA_D_repo/AudioWAV/1070_IEO_FEA_LO.wav,It's eleven o'clock
1010_ITS_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1010_ITS_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1010_ITS_NEU_XX.wav,I think I've seen this before
1075_TSI_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1075_TSI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1075_TSI_ANG_XX.wav,The surface is slick
1063_TAI_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1063_TAI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1063_TAI_NEU_XX.wav,The airplane is almost full
1062_IEO_DIS_MD,train,1,data/CREMA_D_repo/VideoFlash/1062_IEO_DIS_MD.flv,data/CREMA_D_repo/AudioWAV/1062_IEO_DIS_MD.wav,It's eleven o'clock
1022_IWW_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1022_IWW_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1022_IWW_ANG_XX.wav,I wonder what this is about
1035_IWL_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1035_IWL_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1035_IWL_ANG_XX.wav,I would like a new alarm clock
1050_IEO_HAP_MD,train,3,data/CREMA_D_repo/VideoFlash/1050_IEO_HAP_MD.flv,data/CREMA_D_repo/AudioWAV/1050_IEO_HAP_MD.wav,It's eleven o'clock
1032_TSI_DIS_XX,train,1,data/CREMA_D_repo/VideoFlash/1032_TSI_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1032_TSI_DIS_XX.wav,The surface is slick
1001_WSI_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1001_WSI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1001_WSI_ANG_XX.wav,We'll stop in a couple of minutes
1091_TSI_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1091_TSI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1091_TSI_NEU_XX.wav,The surface is slick
1066_IOM_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1066_IOM_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1066_IOM_FEA_XX.wav,I'm on my way to the meeting
1021_IEO_FEA_MD,train,2,data/CREMA_D_repo/VideoFlash/1021_IEO_FEA_MD.flv,data/CREMA_D_repo/AudioWAV/1021_IEO_FEA_MD.wav,It's eleven o'clock
1071_IWW_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1071_IWW_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1071_IWW_ANG_XX.wav,I wonder what this is about
1042_TSI_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1042_TSI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1042_TSI_NEU_XX.wav,The surface is slick
1084_IEO_FEA_HI,train,2,data/CREMA_D_repo/VideoFlash/1084_IEO_FEA_HI.flv,data/CREMA_D_repo/AudioWAV/1084_IEO_FEA_HI.wav,It's eleven o'clock
1022_IEO_SAD_HI,train,5,data/CREMA_D_repo/VideoFlash/1022_IEO_SAD_HI.flv,data/CREMA_D_repo/AudioWAV/1022_IEO_SAD_HI.wav,It's eleven o'clock
1001_WSI_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1001_WSI_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1001_WSI_FEA_XX.wav,We'll stop in a couple of minutes
1002_IWL_DIS_XX,train,1,data/CREMA_D_repo/VideoFlash/1002_IWL_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1002_IWL_DIS_XX.wav,I would like a new alarm clock
1006_ITH_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1006_ITH_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1006_ITH_FEA_XX.wav,I think I have a doctor's appointment
1070_IWW_DIS_XX,train,1,data/CREMA_D_repo/VideoFlash/1070_IWW_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1070_IWW_DIS_XX.wav,I wonder what this is about
1025_ITS_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1025_ITS_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1025_ITS_FEA_XX.wav,I think I've seen this before
1080_IEO_HAP_HI,train,3,data/CREMA_D_repo/VideoFlash/1080_IEO_HAP_HI.flv,data/CREMA_D_repo/AudioWAV/1080_IEO_HAP_HI.wav,It's eleven o'clock
1034_IOM_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1034_IOM_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1034_IOM_ANG_XX.wav,I'm on my way to the meeting
1074_IOM_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1074_IOM_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1074_IOM_SAD_XX.wav,I'm on my way to the meeting
1020_TAI_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1020_TAI_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1020_TAI_SAD_XX.wav,The airplane is almost full
1011_IEO_FEA_MD,train,2,data/CREMA_D_repo/VideoFlash/1011_IEO_FEA_MD.flv,data/CREMA_D_repo/AudioWAV/1011_IEO_FEA_MD.wav,It's eleven o'clock
1055_WSI_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1055_WSI_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1055_WSI_HAP_XX.wav,We'll stop in a couple of minutes
1025_IEO_FEA_HI,train,2,data/CREMA_D_repo/VideoFlash/1025_IEO_FEA_HI.flv,data/CREMA_D_repo/AudioWAV/1025_IEO_FEA_HI.wav,It's eleven o'clock
1044_IWL_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1044_IWL_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1044_IWL_SAD_XX.wav,I would like a new alarm clock
1085_TAI_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1085_TAI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1085_TAI_ANG_XX.wav,The airplane is almost full
1010_IWL_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1010_IWL_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1010_IWL_HAP_XX.wav,I would like a new alarm clock
1052_IEO_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1052_IEO_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1052_IEO_NEU_XX.wav,It's eleven o'clock
1064_IEO_ANG_MD,train,0,data/CREMA_D_repo/VideoFlash/1064_IEO_ANG_MD.flv,data/CREMA_D_repo/AudioWAV/1064_IEO_ANG_MD.wav,It's eleven o'clock
1081_TSI_DIS_XX,train,1,data/CREMA_D_repo/VideoFlash/1081_TSI_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1081_TSI_DIS_XX.wav,The surface is slick
1054_IEO_DIS_HI,train,1,data/CREMA_D_repo/VideoFlash/1054_IEO_DIS_HI.flv,data/CREMA_D_repo/AudioWAV/1054_IEO_DIS_HI.wav,It's eleven o'clock
1030_IWW_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1030_IWW_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1030_IWW_SAD_XX.wav,I wonder what this is about
1023_IOM_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1023_IOM_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1023_IOM_HAP_XX.wav,I'm on my way to the meeting
1015_IEO_SAD_HI,train,5,data/CREMA_D_repo/VideoFlash/1015_IEO_SAD_HI.flv,data/CREMA_D_repo/AudioWAV/1015_IEO_SAD_HI.wav,It's eleven o'clock
1086_IOM_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1086_IOM_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1086_IOM_HAP_XX.wav,I'm on my way to the meeting
1060_MTI_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1060_MTI_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1060_MTI_FEA_XX.wav,Maybe tomorrow it will be cold
1013_TSI_DIS_XX,train,1,data/CREMA_D_repo/VideoFlash/1013_TSI_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1013_TSI_DIS_XX.wav,The surface is slick
1084_MTI_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1084_MTI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1084_MTI_ANG_XX.wav,Maybe tomorrow it will be cold
1001_IWW_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1001_IWW_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1001_IWW_HAP_XX.wav,I wonder what this is about
1055_IEO_ANG_LO,train,0,data/CREMA_D_repo/VideoFlash/1055_IEO_ANG_LO.flv,data/CREMA_D_repo/AudioWAV/1055_IEO_ANG_LO.wav,It's eleven o'clock
1056_ITH_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1056_ITH_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1056_ITH_SAD_XX.wav,I think I have a doctor's appointment
1063_TSI_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1063_TSI_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1063_TSI_HAP_XX.wav,The surface is slick
1051_TSI_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1051_TSI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1051_TSI_ANG_XX.wav,The surface is slick
1051_ITH_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1051_ITH_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1051_ITH_ANG_XX.wav,I think I have a doctor's appointment
1041_ITH_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1041_ITH_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1041_ITH_HAP_XX.wav,I think I have a doctor's appointment
1070_IEO_DIS_LO,train,1,data/CREMA_D_repo/VideoFlash/1070_IEO_DIS_LO.flv,data/CREMA_D_repo/AudioWAV/1070_IEO_DIS_LO.wav,It's eleven o'clock
1063_WSI_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1063_WSI_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1063_WSI_SAD_XX.wav,We'll stop in a couple of minutes
1042_WSI_DIS_XX,train,1,data/CREMA_D_repo/VideoFlash/1042_WSI_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1042_WSI_DIS_XX.wav,We'll stop in a couple of minutes
1067_DFA_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1067_DFA_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1067_DFA_DIS_XX.wav,Don't forget a jacket
1017_IOM_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1017_IOM_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1017_IOM_FEA_XX.wav,I'm on my way to the meeting
1077_WSI_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1077_WSI_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1077_WSI_FEA_XX.wav,We'll stop in a couple of minutes
1007_ITS_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1007_ITS_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1007_ITS_ANG_XX.wav,I think I've seen this before
1017_DFA_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1017_DFA_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1017_DFA_FEA_XX.wav,Don't forget a jacket
1037_IEO_ANG_MD,val,0,data/CREMA_D_repo/VideoFlash/1037_IEO_ANG_MD.flv,data/CREMA_D_repo/AudioWAV/1037_IEO_ANG_MD.wav,It's eleven o'clock
1028_IOM_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1028_IOM_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1028_IOM_FEA_XX.wav,I'm on my way to the meeting
1018_IEO_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1018_IEO_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1018_IEO_NEU_XX.wav,It's eleven o'clock
1017_DFA_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1017_DFA_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1017_DFA_SAD_XX.wav,Don't forget a jacket
1007_IWL_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1007_IWL_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1007_IWL_ANG_XX.wav,I would like a new alarm clock
1047_IEO_DIS_HI,val,1,data/CREMA_D_repo/VideoFlash/1047_IEO_DIS_HI.flv,data/CREMA_D_repo/AudioWAV/1047_IEO_DIS_HI.wav,It's eleven o'clock
1058_IWW_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1058_IWW_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1058_IWW_SAD_XX.wav,I wonder what this is about
1038_IWL_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1038_IWL_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1038_IWL_ANG_XX.wav,I would like a new alarm clock
1027_TAI_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1027_TAI_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1027_TAI_DIS_XX.wav,The airplane is almost full
1088_TAI_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1088_TAI_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1088_TAI_HAP_XX.wav,The airplane is almost full
1078_TIE_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1078_TIE_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1078_TIE_FEA_XX.wav,That is exactly what happened
1078_IOM_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1078_IOM_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1078_IOM_FEA_XX.wav,I'm on my way to the meeting
1048_TIE_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1048_TIE_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1048_TIE_FEA_XX.wav,That is exactly what happened
1018_IWW_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1018_IWW_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1018_IWW_ANG_XX.wav,I wonder what this is about
1067_WSI_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1067_WSI_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1067_WSI_HAP_XX.wav,We'll stop in a couple of minutes
1018_TIE_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1018_TIE_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1018_TIE_ANG_XX.wav,That is exactly what happened
1028_IOM_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1028_IOM_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1028_IOM_SAD_XX.wav,I'm on my way to the meeting
1067_IWL_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1067_IWL_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1067_IWL_SAD_XX.wav,I would like a new alarm clock
1018_TAI_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1018_TAI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1018_TAI_ANG_XX.wav,The airplane is almost full
1068_MTI_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1068_MTI_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1068_MTI_DIS_XX.wav,Maybe tomorrow it will be cold
1068_ITH_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1068_ITH_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1068_ITH_FEA_XX.wav,I think I have a doctor's appointment
1047_TIE_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1047_TIE_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1047_TIE_FEA_XX.wav,That is exactly what happened
1038_IWL_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1038_IWL_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1038_IWL_DIS_XX.wav,I would like a new alarm clock
1067_ITS_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1067_ITS_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1067_ITS_FEA_XX.wav,I think I've seen this before
1018_IEO_ANG_LO,val,0,data/CREMA_D_repo/VideoFlash/1018_IEO_ANG_LO.flv,data/CREMA_D_repo/AudioWAV/1018_IEO_ANG_LO.wav,It's eleven o'clock
1078_TAI_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1078_TAI_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1078_TAI_HAP_XX.wav,The airplane is almost full
1048_IEO_HAP_LO,val,3,data/CREMA_D_repo/VideoFlash/1048_IEO_HAP_LO.flv,data/CREMA_D_repo/AudioWAV/1048_IEO_HAP_LO.wav,It's eleven o'clock
1038_IEO_DIS_MD,val,1,data/CREMA_D_repo/VideoFlash/1038_IEO_DIS_MD.flv,data/CREMA_D_repo/AudioWAV/1038_IEO_DIS_MD.wav,It's eleven o'clock
1028_DFA_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1028_DFA_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1028_DFA_SAD_XX.wav,Don't forget a jacket
1078_IEO_FEA_HI,val,2,data/CREMA_D_repo/VideoFlash/1078_IEO_FEA_HI.flv,data/CREMA_D_repo/AudioWAV/1078_IEO_FEA_HI.wav,It's eleven o'clock
1047_ITH_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1047_ITH_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1047_ITH_SAD_XX.wav,I think I have a doctor's appointment
1067_DFA_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1067_DFA_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1067_DFA_FEA_XX.wav,Don't forget a jacket
1057_IWL_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1057_IWL_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1057_IWL_FEA_XX.wav,I would like a new alarm clock
1007_IWL_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1007_IWL_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1007_IWL_DIS_XX.wav,I would like a new alarm clock
1087_IEO_HAP_LO,val,3,data/CREMA_D_repo/VideoFlash/1087_IEO_HAP_LO.flv,data/CREMA_D_repo/AudioWAV/1087_IEO_HAP_LO.wav,It's eleven o'clock
1017_IEO_FEA_LO,val,2,data/CREMA_D_repo/VideoFlash/1017_IEO_FEA_LO.flv,data/CREMA_D_repo/AudioWAV/1017_IEO_FEA_LO.wav,It's eleven o'clock
1068_TAI_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1068_TAI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1068_TAI_NEU_XX.wav,The airplane is almost full
1068_ITH_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1068_ITH_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1068_ITH_HAP_XX.wav,I think I have a doctor's appointment
1048_IWW_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1048_IWW_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1048_IWW_DIS_XX.wav,I wonder what this is about
1027_MTI_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1027_MTI_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1027_MTI_HAP_XX.wav,Maybe tomorrow it will be cold
1018_TIE_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1018_TIE_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1018_TIE_DIS_XX.wav,That is exactly what happened
1058_IWL_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1058_IWL_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1058_IWL_FEA_XX.wav,I would like a new alarm clock
1038_IOM_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1038_IOM_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1038_IOM_HAP_XX.wav,I'm on my way to the meeting
1037_MTI_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1037_MTI_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1037_MTI_SAD_XX.wav,Maybe tomorrow it will be cold
1057_WSI_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1057_WSI_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1057_WSI_SAD_XX.wav,We'll stop in a couple of minutes
1028_IOM_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1028_IOM_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1028_IOM_ANG_XX.wav,I'm on my way to the meeting
1018_ITS_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1018_ITS_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1018_ITS_DIS_XX.wav,I think I've seen this before
1008_MTI_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1008_MTI_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1008_MTI_HAP_XX.wav,Maybe tomorrow it will be cold
1058_ITS_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1058_ITS_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1058_ITS_FEA_XX.wav,I think I've seen this before
1077_WSI_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1077_WSI_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1077_WSI_HAP_XX.wav,We'll stop in a couple of minutes
1057_ITS_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1057_ITS_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1057_ITS_ANG_XX.wav,I think I've seen this before
1017_MTI_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1017_MTI_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1017_MTI_DIS_XX.wav,Maybe tomorrow it will be cold
1088_IEO_FEA_LO,val,2,data/CREMA_D_repo/VideoFlash/1088_IEO_FEA_LO.flv,data/CREMA_D_repo/AudioWAV/1088_IEO_FEA_LO.wav,It's eleven o'clock
1037_DFA_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1037_DFA_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1037_DFA_DIS_XX.wav,Don't forget a jacket
1077_TIE_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1077_TIE_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1077_TIE_HAP_XX.wav,That is exactly what happened
1078_TIE_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1078_TIE_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1078_TIE_ANG_XX.wav,That is exactly what happened
1048_MTI_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1048_MTI_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1048_MTI_DIS_XX.wav,Maybe tomorrow it will be cold
1067_ITH_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1067_ITH_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1067_ITH_ANG_XX.wav,I think I have a doctor's appointment
1038_TIE_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1038_TIE_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1038_TIE_FEA_XX.wav,That is exactly what happened
1048_IEO_FEA_HI,val,2,data/CREMA_D_repo/VideoFlash/1048_IEO_FEA_HI.flv,data/CREMA_D_repo/AudioWAV/1048_IEO_FEA_HI.wav,It's eleven o'clock
1017_TAI_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1017_TAI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1017_TAI_NEU_XX.wav,The airplane is almost full
1027_TIE_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1027_TIE_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1027_TIE_HAP_XX.wav,That is exactly what happened
1087_TAI_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1087_TAI_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1087_TAI_FEA_XX.wav,The airplane is almost full
1018_IWL_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1018_IWL_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1018_IWL_ANG_XX.wav,I would like a new alarm clock
1068_TAI_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1068_TAI_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1068_TAI_SAD_XX.wav,The airplane is almost full
1087_IWL_ANG_XX,val,0,data/CREMA_D_repo/VideoFlash/1087_IWL_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1087_IWL_ANG_XX.wav,I would like a new alarm clock
1007_IWW_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1007_IWW_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1007_IWW_HAP_XX.wav,I wonder what this is about
1037_IEO_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1037_IEO_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1037_IEO_NEU_XX.wav,It's eleven o'clock
1007_WSI_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1007_WSI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1007_WSI_NEU_XX.wav,We'll stop in a couple of minutes
1058_IEO_ANG_LO,val,0,data/CREMA_D_repo/VideoFlash/1058_IEO_ANG_LO.flv,data/CREMA_D_repo/AudioWAV/1058_IEO_ANG_LO.wav,It's eleven o'clock
1007_ITS_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1007_ITS_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1007_ITS_HAP_XX.wav,I think I've seen this before
