source_group_id,source_audio_path,speaker_cluster_id,manifest_turn_row_count,turn_row_duration_seconds,turn_row_duration_minutes,turn_interval_union_seconds,diarization_segment_count,diarization_segment_seconds,sample_utterance_ids,sample_time_ranges,sample_clip_video_paths,sample_clip_audio_paths,sample_text,role_label,role_confidence,witness_speaking_status
EA-DSbYev9I,,SPEAKER_44,13,41.650,0.694,41.650,0,0.000,EA-DSbYev9I_turn00528 | EA-DSbYev9I_turn00544 | EA-DSbYev9I_turn01375,00:20:02.805 -> 00:20:10.310 | 00:21:00.104 -> 00:21:01.592 | 02:19:40.047 -> 02:19:43.472,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,"went all through this in the other part || He's like, I don't know. It's late. || I really pages",UNKNOWN,LOW,UNKNOWN
gozVH0bYxzY,,SPEAKER_22,13,54.342,0.906,54.342,0,0.000,gozVH0bYxzY_turn06391 | gozVH0bYxzY_turn06473 | gozVH0bYxzY_turn06474,00:53:25.915 -> 00:53:29.910 | 01:07:26.755 -> 01:07:29.430 | 01:07:31.910 -> 01:07:41.044,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,That's correct. || Any redirect? Mr. Good job || ma'am. Mr. Sam suggested I just want to,UNKNOWN,LOW,UNKNOWN
pvNr1jnlRpc,,SPEAKER_02,13,52.619,0.877,52.619,0,0.000,pvNr1jnlRpc_turn09489 | pvNr1jnlRpc_turn09644 | pvNr1jnlRpc_turn09789,00:00:06.025 -> 00:00:08.637 | 00:20:08.835 -> 00:20:13.732 | 00:34:14.476 -> 00:34:16.291,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.wav,"Thank you, Mr. McDonald. Uh Mr. Powell, || Okay. || No further questions, done.",UNKNOWN,LOW,UNKNOWN
DiurriBQxVs,,UNKNOWN,12,139.143,2.319,139.143,0,0.000,DiurriBQxVs_turn00002 | DiurriBQxVs_turn00114 | DiurriBQxVs_turn00116,00:00:05.338 -> 00:00:06.230 | 00:11:41.095 -> 00:11:42.750 | 00:11:45.924 -> 00:11:46.790,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo_DiurriBQxVs.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo_DiurriBQxVs.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo_DiurriBQxVs.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo_DiurriBQxVs.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo_DiurriBQxVs.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo/keefe-d-s-lawyer-cross-exams-ex-suge-knight-security-reggie-wright-abo_DiurriBQxVs.wav,"Uh no, sir. || Yep. || You may.",UNKNOWN,LOW,UNKNOWN
EA-DSbYev9I,,SPEAKER_21,12,52.533,0.876,52.533,0,0.000,EA-DSbYev9I_turn00724 | EA-DSbYev9I_turn02493 | EA-DSbYev9I_turn02494,00:35:23.435 -> 00:35:29.670 | 05:32:54.910 -> 05:32:57.262 | 05:32:57.262 -> 05:33:00.456,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,Okay. You want another talk? Okay. || Who question to you? || He asked him that question. Shut up.,UNKNOWN,LOW,UNKNOWN
EA-DSbYev9I,,SPEAKER_43,12,51.692,0.862,51.692,0,0.000,EA-DSbYev9I_turn00545 | EA-DSbYev9I_turn00580 | EA-DSbYev9I_turn00655,00:21:01.592 -> 00:21:02.183 | 00:23:35.188 -> 00:23:37.274 | 00:28:48.461 -> 00:28:59.909,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,"2:30. || I don't know what party that was. || Yeah. He was he was tall, about 6'4,",UNKNOWN,LOW,UNKNOWN
Wt1h7rnCvZQ,,SPEAKER_06,12,75.174,1.253,75.174,0,0.000,Wt1h7rnCvZQ_turn05461 | Wt1h7rnCvZQ_turn05538 | Wt1h7rnCvZQ_turn05540,06:10:24.037 -> 06:10:40.995 | 06:21:09.232 -> 06:21:17.590 | 06:23:52.070 -> 06:24:03.155,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,"I got you. Commission honorable Mr. Brooks. || Actually, can we show uh 115? Actually, || I'll show it to you up close, Mr. Right,",UNKNOWN,LOW,UNKNOWN
gozVH0bYxzY,,SPEAKER_16,12,224.935,3.749,224.935,0,0.000,gozVH0bYxzY_turn07278 | gozVH0bYxzY_turn07899 | gozVH0bYxzY_turn07942,03:58:39.547 -> 03:58:45.102 | 06:19:32.001 -> 06:19:35.037 | 06:25:10.230 -> 06:25:13.833,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,"Uh to go with my fit, I want the gold || and was Mr. Moore also a member of || to James.",UNKNOWN,LOW,UNKNOWN
EA-DSbYev9I,,SPEAKER_06,11,25.164,0.419,25.164,0,0.000,EA-DSbYev9I_turn01449 | EA-DSbYev9I_turn01450 | EA-DSbYev9I_turn01451,02:42:41.307 -> 02:42:41.755 | 02:42:41.755 -> 02:42:42.813 | 02:42:42.813 -> 02:42:48.595,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,"All right. || Good morning, sir. || Good morning. Please swear to affirm the",UNKNOWN,LOW,UNKNOWN
EA-DSbYev9I,,SPEAKER_34,11,17.393,0.290,17.393,0,0.000,EA-DSbYev9I_turn00725 | EA-DSbYev9I_turn00743 | EA-DSbYev9I_turn02038,00:35:47.430 -> 00:35:50.495 | 00:38:18.606 -> 00:38:19.111 | 04:18:10.471 -> 04:18:12.119,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,"Okay, they're just wrapping up. Thank || Fingerprints. || Defense to",UNKNOWN,LOW,UNKNOWN
gozVH0bYxzY,,SPEAKER_14,11,96.798,1.613,96.798,0,0.000,gozVH0bYxzY_turn06327 | gozVH0bYxzY_turn06329 | gozVH0bYxzY_turn06330,00:43:33.718 -> 00:43:38.480 | 00:43:42.149 -> 00:43:43.969 | 00:43:43.969 -> 00:43:50.100,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,"First name is Thomas. T H O M A S. Last || Thank you, sir. How are you currently || I work for Customs and Border Protection",UNKNOWN,LOW,UNKNOWN
gozVH0bYxzY,,SPEAKER_31,11,53.767,0.896,53.767,0,0.000,gozVH0bYxzY_turn06790 | gozVH0bYxzY_turn06791 | gozVH0bYxzY_turn06792,02:26:58.217 -> 02:26:58.917 | 02:26:58.917 -> 02:27:04.844 | 02:27:04.844 -> 02:27:07.207,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,Good morning. || Please swear affirm the testimony you're || Thank you. You may be seated.,UNKNOWN,LOW,UNKNOWN
nEzTBJWiyqM,,SPEAKER_00,11,97.499,1.625,97.499,0,0.000,nEzTBJWiyqM_turn09310 | nEzTBJWiyqM_turn09311 | nEzTBJWiyqM_turn09455,00:00:08.536 -> 00:00:09.597 | 00:00:09.597 -> 00:00:16.673 | 00:18:27.805 -> 00:18:32.230,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav,"I do. || You may be seated. May I please have you state and spell your first and last name for the record? || Any redirect, Mr. Shakur Shakur?",UNKNOWN,LOW,UNKNOWN
