source_group_id,speaker_cluster_id,cluster_row_count,sample_count,sample_utterance_ids,sample_audio_paths,sample_video_paths,sample_text,role_label,role_confidence,witness_in_segment,witness_speaking_status,visual_target_role,visual_speaker_match,review_notes
Wt1h7rnCvZQ,SPEAKER_18,2,2,Wt1h7rnCvZQ_turn04435 | Wt1h7rnCvZQ_turn05539,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,"Oh, sorry. || We can take the computer up to um I just",,,,,,,
Wt1h7rnCvZQ,SPEAKER_20,17,3,Wt1h7rnCvZQ_turn04017 | Wt1h7rnCvZQ_turn04018 | Wt1h7rnCvZQ_turn04019,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,"Thomas K. You do songs where the testimony you're about to give in this action shall be the truth, the whole truth, and nothing but the truth to help you be God. || I do. || You may be seated. May I please have you state and spell your first and last name for the record?",,,,,,,
Wt1h7rnCvZQ,SPEAKER_21,2,2,Wt1h7rnCvZQ_turn04259 | Wt1h7rnCvZQ_turn04260,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,Correct. || Go back to you.,,,,,,,
Wt1h7rnCvZQ,SPEAKER_22,2,2,Wt1h7rnCvZQ_turn04053 | Wt1h7rnCvZQ_turn04670,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,"Okay. || Well, this would be the hotel and this",,,,,,,
Wt1h7rnCvZQ,SPEAKER_23,23,3,Wt1h7rnCvZQ_turn04604 | Wt1h7rnCvZQ_turn04612 | Wt1h7rnCvZQ_turn04614,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,"Uh, it's William Hyde. William Wi L I A || Yes, I had two metro officers with me || Well, I was on the ramp of the third",,,,,,,
Wt1h7rnCvZQ,SPEAKER_24,114,3,Wt1h7rnCvZQ_turn04958 | Wt1h7rnCvZQ_turn04968 | Wt1h7rnCvZQ_turn04969,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,James McDonald. J A M- E-S MC D O N A L || What was Club 662? || It was a club that you bought and we,,,,,,,
Wt1h7rnCvZQ,SPEAKER_25,215,3,Wt1h7rnCvZQ_turn05253 | Wt1h7rnCvZQ_turn05254 | Wt1h7rnCvZQ_turn05259,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,"May I please have you state and spell || Regginald Liurn Wright Jr. || Okay. Um, sir, where did you grow up?",,,,,,,
Wt1h7rnCvZQ,SPEAKER_26,5,3,Wt1h7rnCvZQ_turn05440 | Wt1h7rnCvZQ_turn05674 | Wt1h7rnCvZQ_turn05699,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,"That's correct, sir. || okay? || 95%.",,,,,,,
Wt1h7rnCvZQ,UNKNOWN,26,3,Wt1h7rnCvZQ_turn03759 | Wt1h7rnCvZQ_turn04047 | Wt1h7rnCvZQ_turn04121,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,the uh singer. || Any objection? They will be admitted. || 56.,,,,,,,
YCH11exBTlY,SPEAKER_00,46,3,YCH11exBTlY_turn06007 | YCH11exBTlY_turn06008 | YCH11exBTlY_turn06010,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4,Yes. || And uh || And then I'm going to go back and show,,,,,,,
YCH11exBTlY,SPEAKER_01,30,3,YCH11exBTlY_turn06009 | YCH11exBTlY_turn06020 | YCH11exBTlY_turn06022,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4,"Quite a bit different today. Yes, that's || We were uh conducting enforcement || Yes. Uh as we were out with a",,,,,,,
YCH11exBTlY,UNKNOWN,2,2,YCH11exBTlY_turn06057 | YCH11exBTlY_turn06084,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4,"There's a place. || Okay, cross-examination Y we're on record in uh state versus data C377407. Anything we need to address outside the presence of the jury",,,,,,,
gozVH0bYxzY,SPEAKER_01,3,3,gozVH0bYxzY_turn07350 | gozVH0bYxzY_turn07352 | gozVH0bYxzY_turn07869,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,[snorts] || [snorts] || I got you.,,,,,,,
gozVH0bYxzY,SPEAKER_02,1,1,gozVH0bYxzY_turn07337,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,"Peace out, brother. Today is the anniversary of Tupac passing. it would have been 26 years today. Um, can we speak about, you know, I know we've all gone over the shooting and we've all gone over the hospital and all that stuff, but can you talk to me about the week that Tupac was in the hospital, some of the discussions and some of the um, meetings that were happening in Vegas as far as like if he survives or if he doesn't survive or just what what's the atmosphere out there while he's in the hospital?",,,,,,,
gozVH0bYxzY,SPEAKER_03,24,3,gozVH0bYxzY_turn06901 | gozVH0bYxzY_turn06909 | gozVH0bYxzY_turn06911,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,"Uh, it's William Hyde. William Wi L I A || Yes, I had two metro officers with me || Well, I was on the ramp of the third",,,,,,,
gozVH0bYxzY,SPEAKER_04,2,2,gozVH0bYxzY_turn08306 | gozVH0bYxzY_turn08307,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,I apologize. You're || everyone approach.,,,,,,,
gozVH0bYxzY,SPEAKER_05,3,3,gozVH0bYxzY_turn07283 | gozVH0bYxzY_turn07336 | gozVH0bYxzY_turn07400,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,Right. || All right. Appreciate you. || from the mob?,,,,,,,
