utterance_id,manifest_id,tribunal,case_name,speaker_role,speaker_name,utterance_text,start_time,end_time,video_path,audio_path,emotion_label,credibility_label,question_type,cross_examination_flag,split
icty_karadzic_nan_nan_1_utt00363,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00364,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00365,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<input type = ""hidden"" name = ""setPrivacyOption"" id = ""setPrivacyOption"" value ="""">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00366,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""reveal"" id=""privacyModal"" data-reveal>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00367,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""revtop"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00368,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""closelink"" data-close><span lang = ""eng"">Close</span>&nbsp;&nbsp;X</div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00369,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""futurebox"" lang=""eng""><input id=""futureoff"" name = ""futureoff"" type=""checkbox"" />Do not display this on future visits</div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00370,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00371,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""scrollarea"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00372,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<!--,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00373,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00374,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""modalcloseline"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00375,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""closelink"" data-close><span lang = ""eng"">Close</span>&nbsp;&nbsp;X</div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00376,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""futurebox"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00377,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<input id=""futureoff"" type=""checkbox"" /><span lang = ""eng"">Hide this on future visits</span></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00378,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00379,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00380,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,-->,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00381,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-container mainbanner modalmain"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00382,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-x"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00383,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""auto cell"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00384,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<img lang=""eng"" data-lang-token=""FLAG"" src=""/assets/img/irmct_en.svg"" class=""mainbanner-svg"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00385,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00386,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""shrink cell hide-for-small-only"" id=""languagedivhome"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00387,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<button class=""btnCurLang dropdown button"" type=""button"" data-toggle=""langSel-privacyModal""><span lang = ""eng"">English</span></button>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00388,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""dropdown-pane languagesel"" id=""langSel-privacyModal"" data-dropdown data-auto-focus=""true"" style=""z-index:200;"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00389,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00390,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""hbs""><a onclick='myLangSelection(""hbs"")'>bosanski, hrvatski ili srpski</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00391,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""eng""><a onclick='myLangSelection(""eng"")'>English</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00392,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""fra""><a onclick='myLangSelection(""fra"")'>Français</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00393,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""kin""><a onclick='myLangSelection(""kin"")'>Kinyarwanda</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00394,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""sqi""><a onclick='myLangSelection(""sqi"")'>Shqip</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00395,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""mdk""><a onclick='myLangSelection(""mdk"")'>македонски</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00396,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00397,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00398,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00399,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""shrink cell show-for-small-only"" id=""languagedivhome"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00400,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<button class=""btnCurLangS dropdown button"" type=""button"" data-toggle=""langSel-privacyModal-S"">EN</button>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00401,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""dropdown-pane languageselS"" id=""langSel-privacyModal-S"" data-dropdown data-auto-focus=""true"" style=""z-index:200;"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00402,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00403,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""hbs""><a onclick='myLangSelection(""hbs"")'>SH</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00404,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""eng""><a onclick='myLangSelection(""eng"")'>EN</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00405,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""fra""><a onclick='myLangSelection(""fra"")'>FR</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00406,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""kin""><a onclick='myLangSelection(""kin"")'>RW</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00407,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""sqi""><a onclick='myLangSelection(""sqi"")'>SQ</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00408,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""mdk""><a onclick='myLangSelection(""mdk"")'>MK</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00409,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00410,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00411,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00412,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00413,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00414,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""borderblue1px""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00415,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""ucrlineblue""><img src=""/assets/img/UCR_line_blue_EN.svg"" lang = ""eng"" data-lang-token=""FLAG""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00416,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""borderblue1px""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00417,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""modalcontent"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00418,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<h1 lang=""eng"">Privacy Notice</h1>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00419,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<p lang=""eng"">The Unified Court Records Database (UCR) collects certain information about users as they access the database.</p>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,confidence,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00420,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00421,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li lang=""eng"">E-mail addresses will be collected as part of the registration process. This information will be stored on United Nations servers. E-mail addresses are collected and used for the limited and specific purpose of contacting registered users in case the material they have previously accessed has subsequently been removed from the UCR database by the Mechanism for security reasons.</li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00422,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li lang=""eng"">Access history is logged by file only, meaning that the UCR only logs the e-mails of anyone that has accessed an individual file. The UCR does not retain a record of any registered user’s download or search history.</li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00423,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li lang=""eng"">Third-party tools, e.g. Google Analytics, collect information such as navigation patterns, number of visitors, visitor location etc. This information will be collected for internal use only for web site traffic analysis which does not specifically identify any individual user; rather, information will be analysed in the aggregate.</li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00424,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00425,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<p lang =""eng"">The use of the UCR database constitutes agreement with the Privacy Notice.</p>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00426,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<p lang=""eng"">The United Nations and the Mechanism assume no responsibility for the security of the collected information.</p>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00427,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00428,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00429,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00430,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""reveal"" id=""termsModal"" data-reveal>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00431,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""revtop"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00432,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""closelink"" data-close><span lang = ""eng"">Close</span>&nbsp;&nbsp;X</div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00433,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00434,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""scrollarea"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00435,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-container mainbanner modalmain"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00436,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-x"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00437,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""auto cell"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00438,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<img lang=""eng"" data-lang-token=""FLAG"" src=""/assets/img/irmct_en.svg"" class=""mainbanner-svg"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00439,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00440,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""shrink cell hide-for-small-only"" id=""languagedivhome"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00441,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<button class=""btnCurLang dropdown button"" type=""button"" data-toggle=""langSel-termsModal""><span lang = ""eng"">English</span></button>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00442,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""dropdown-pane languagesel"" id=""langSel-termsModal"" data-dropdown data-auto-focus=""true"" style=""z-index:200;"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00443,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00444,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""hbs""><a onclick='myLangSelection(""hbs"")'>bosanski, hrvatski ili srpski</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00445,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""eng""><a onclick='myLangSelection(""eng"")'>English</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00446,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""fra""><a onclick='myLangSelection(""fra"")'>Français</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00447,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""kin""><a onclick='myLangSelection(""kin"")'>Kinyarwanda</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00448,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""sqi""><a onclick='myLangSelection(""sqi"")'>Shqip</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00449,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""mdk""><a onclick='myLangSelection(""mdk"")'>македонски</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00450,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00451,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00452,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00453,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""shrink cell show-for-small-only"" id=""languagedivhome"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00454,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<button class=""btnCurLangS dropdown button"" type=""button"" data-toggle=""langSel-termsModal-S"">EN</button>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00455,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""dropdown-pane languageselS"" id=""langSel-termsModal-S"" data-dropdown data-auto-focus=""true"" style=""z-index:200;"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00456,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00457,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""hbs""><a onclick='myLangSelection(""hbs"")'>SH</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00458,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""eng""><a onclick='myLangSelection(""eng"")'>EN</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00459,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""fra""><a onclick='myLangSelection(""fra"")'>FR</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
